10000001111010000111110111011111 00011110101001001011110110000100 11001101111110011011001010100010 00101111011111001000100100110100 10111000110000110111110011100011 00011110010111111010110101100111 00101010100110001111111101011111 11111000110110001111100000001100 10110100111010011110100111101110 10100101111001001100010110011111 10011111001001011010001110111011 00101100000110111100111001101010 10011001110011111000100011011010 11001110010011100111010011011100 01000111111101010010100111101100 11001100000111011111011010101011 00011100101100100010111011000111 11010011000010110101001000001111 10011101100010000001100101000010 00110000011100011011101110100000 10000110010110101100000100110001 00000010011100011000010011101100 10001011111011000111111011011000 01100011010111101101100100110100 10110111001010110010001001011011 01111010001011100011100011001011 01010100000010100000110100010100 00001001000011001001001111111010 01110000111110101000010011101100 00001001100110000100101110000101 00001001111110110000011000001010 11111111001111100101011111010111 01100001111101 
00101011101001110100100100110000 11011010111011011101100010111101 10001001001011001011100100100000 11111110110100000001001001100110 00111010101110010001101111010010 00011010010101110010010110011001 01010000000001000001001010011111 10101011000101111110100001101001 10010100111110100101000101001111 10010111001111000000101100100010 10100010100011011001111111010111 01111110000000010011111100010000 00001110001101000001001001011101 10010101011101011000111000100000 01111110110010011100001100100100 01111100001000011010001110100011 10001101000110000101110010011100 11000010000000001011011110001101 00101100111110001001001000100111 11101110000011000000011001100100 01101000001111011001100000000000 01110101101011100111011001101111 00101001100111100110011110001000 10011100100010110011100001011000 00111110101000101000111110101000 11100001110010101101000000101000 11100001100000000100011111110001 00010010010101010001010010110000 00011000101110010000111011101101 11101100110011111001001101111111 01101010110001001011110101101101 00001001111001101010111100000110 01011100011100 
01000000100100011000000010010101 10001010111011110011111100011111 10110000110111100111101111111110 01100001011010100101101011110001 01110010000010101011000110110101 11010001101010010000010110100010 01001111010010010110111100110011 01001110110000101011111100011000 01010100111000010110101111101100 10001010100101010101100000110000 00111011100010000011001110011110 11010011110110111100110010111010 00010011011010101011110111100111 10101100000110000110000000110000 01001010100100101010111110101010 00101001000111011101110010111000 10111011100001001101001010111101 11000011011100010000010001001110 10101000000110011101000010000001 00101011010011110100000100111110 01001001011111111110011100111100 11010001111110000001100101101010 11011001010111101101111010000111 10111001111000111000000001111100 00100101110101111000011101000010 00001100100000011110000010001000 00101011110100011010111101101110 11100110101100000001100011011111 00101101010000111100010101000001 10011000101101010010101100101010 00011100100000100101000011111110 10001110011010000101101001000111 01011001101000 
00111010101011111101101000100010 01101111010010100010001110001110 11000000110110111010111001010110 10001010000111101010110101100111 00100011101000010010010010001101 11101111000100001000100100110110 10100011000000111000100111011110 11111010011001110011111001001000 10000001101011101001000011001110 01000111100001110101110110001000 01011111110110010001001010000100 11101111101001000110101111001110 10000010110001001100100001101111 00000010101100101011100100010001 10000001100001110010110000110111 00100101011000000101001101010101 00010110101100010100000110010110 01101100100101001000110110010111 01110001111111000010011101001010 01111111000111110111010010111100 10010111000100000100111000110101 00101101011010010000000011000000 11011110101010101100001000100010 01000100000011111100001110001111 10110000010100000110101111001100 00001010000111011000000100011110 00000010111000101110010101010001 01100111001111101101011101010010 00010100111000000001111100110101 11010001010011101010010010110110 10111000000000101101110101110011 01100001011000011011110111110000 01011010000110 
11110100101001101110110010011011 11111111011111000110001011100101 00011110100100111100110110010101 11011000001000100000010000011011 10100010101010111001010101111011 10110101011101000101101100001111 00001111110011011001100111100010 00111100100000010110101101010010 01100100000000010000010011001011 10100101000011010010000101111100 00011001011110011111111111000111 10101001000110100010011101010101 10011100010001110111010111101000 01000000011001011011000110011110 00010010100110000010101111111000 11011010011011001010010011011000 11001010101110100011000010010000 11000110011111101100001011101110 01000110001010000101001110011011 11100100000011111000110100000111 10001000000111010001001110110100 00010010000101110011010010011100 11110101001110010010010010011101 11100100001101000001000100100011 11111110001011100100100101000111 11011111010011011100111010000100 00000111101100110000010010101000 00011101010110110000010110110010 01000010111001110010110001000100 00000100010101111001110100110100 10110001110100001111000010000100 11011101000110001011101101110100 01001100011011 
01100000001011000000101100000000 10000111010100110000000110010110 00010001100100111001011011000010 10010011101111111100011000010011 01010000100011001000110111101011 10011101101011110110000110010110 11000000010001100001010100110011 11111101010011010000101010100100 10011111111010101000111011100110 01001001001111000100111110000111 00101001111101001100011101101000 00101100111111100000010000001101 11100011011000110001100011010101 10010010100010000110111000100010 10100010010101000111100111111011 00000110011000001111100011100000 01101101010011111001000111001001 10001011100000111000101011011001 10000010101110111000001011101001 01110011000111101010111100101010 01100000100011010101100011111111 01100101011100001000010100000101 01111100000111110000011000010100 00110001011101111000111110101011 01001001011001110101100111000110 01010011010111100101000111110100 10110101101110100000100010011011 00110110000010110000101100110111 01110110110001110111101111100011 00101110101011011101001100101110 11000100101101010010001100001110 01110010111011011011100110100110 01001111001100 
01011011010100000100111000110110 11101101010001101101001110110110 11101000111110101001111110010001 10001111000101100000011000101101 11101101110011010000000000001111 01011110101010110000010001100001 01010111101010010001000010011100 11110010101111011010101100110111 11110001000011110011110010101001 10100011010010100111110010001010 01010011011011110101110010110100 10010010001111000100110100100101 00000111110010110111110100100111 01000001101101111011010001100010 01100111000010010011101101111100 10110101000111101110100000011101 01010110100110101100100101011110 01010010100101010010110101011001 10010010001101001100110111011011 11111110101010100011101001011011 10000000110101000010010011000000 00101000000010101110001100101111 11000000000111100001001011100101 11001010011111110001110000000000 01011111000011101101111010111101 01110001001100100000011001111011 10101101011100000111001010001111 01001000111100100000111000101111 10011011110010111100001001001010 11110000000110010011000101100010 01100100110111101110010110111011 00101111101010100001000101101111 01011101010111 
00101011000011101110111010010110 01000001100001110110000100100001 11111010101001011110110010110001 10111001010011110010000101110001 10010101101110010110010101010011 11011100111010101100111110011010 11111000010011100111100000001001 00010010000001010101001000001001 10110011011011110111010011010101 00001110100011000100101100010011 11001110110101111001110111011110 00000010100110100110010110110111 11010001011011100111111100010011 10001100010000010100000100111000 10100001011100000010111001011010 10011001100111010101001000100100 00010111110100001101110000001101 10110110110010011000100100100110 00000100111000001000111101011101 01101111110010110001000110000111 00011100010011001110100001001111 10100101100111011010111000111011 11111110111100101110110110110011 11111100111010111011011000111111 01000001100111111010101100101000 10111011000010101101001010000101 10110010100011100001111001000110 01011111010011001000000100001111 11011000100111100110011100011010 00011011110110000000001011111100 11111001110010010000100011010100 00010010001000000011001101100010 01010101101101 
01110101001011010010001101100100 00100001001110001011101111000110 10111101010101001010101110010010 01010000001010001011011010110000 10110011101110111100011100111001 10100101010000101000110111010101 01000100000011011100000100100000 10010101101010110100011010001001 01010000100001110100101010101010 00000010100001011010000001101000 10001111110001110011111010101010 00101111110111000011101010000101 11110011111011001001111001101101 10111011001111111110010100001100 10001001011000011000110000100110 10100101000100111001000001110111 00100111011001001010100101111100 11100000011100010100001010110101 00001111011001100011100001010111 01111111010111010111111100111001 00100000101100111101111010111011 01110011011011100010111010111111 00110010100000000010100000000011 00101101100001000111110001010101 00100000100111101010000111001100 10001001000010001010000010011010 11010010110001100110011111001010 10011110100101010110100110110101 00001001000100111001011001110111 10110111001110011110010001110000 01000100101001110000101101101101 01110110101000010101001110011010 01000011100000 
00001100000001010110110111010000 01100001010110110100111110001111 00110100001111100011101111010000 11001001011101111010110010011110 11001001010011100011010100010100 11010100000000100110010111011000 11010110000000111011100110010010 10101111000101100011111110111011 00101111011100001101000011010001 00000011000010111001011101111101 00110110000111111000001101110101 10111101001110110011111100011111 01110011001101101000100101010111 01000101111001010110101111011110 11001010011011000010110010111000 00011011101101100110111010111111 00101110001011010001011010001010 11011010100111000100100001010001 00010100100010010011011100001110 10000011001000010100011101100110 01100110110010010101111011110111 00111101111000111111110000001000 01011000111011011111011010001010 10111001010101111011100111000000 10110001110101110100000110001111 01100101111100110010010101001011 01111010001010011111010101001010 11011111110111100101111001111011 10110101101011111101111100111011 01100111001000101110010101110111 11110011111011101011100011001010 00100100100101001010001100010110 01010101111010 
00111000000111100011110110000111 01101000010000110011000000110000 00110000010000000011000111110111 10001001010001111010100100010001 00110001011011010001000010010001 01100000010100000111111110011101 00011001000111010111101001011100 11100001000011111100001100000010 10101010100011000100001011101000 11000010001011101101000000011111 01001110001110010011010011101101 00111101110001011000100011110101 00100101011010000000110001000111 01101010000111000001101001000111 10001001110111000111110101011001 10000011111010101101111001100011 00100001111101001010011100011011 01010001111100100110101101110100 11010110101101100001101011111100 11000001010010111001110011100001 11101000110000001100001010110100 01101111101001100010010111011000 11010011000110101111100101001001 10000011100100001100001000101110 11111110000011011010011010000100 00011101100001011011001010011001 00010000011011001100101101111100 01000000110011111100100011011001 11101001100001100000000101110101 10010101101011101101101110011111 11011100100000011010010110100100 01101110111111010110010110010100 01001000010010 
11111001000111010101001111111111 00010110101100001101110010111101 00110010000011000100101010101010 10001101000000001010000111110111 11000000111011101001110110110110 10011010101001111001100000000010 11101110101110100100001011000101 01010000111110111010100011011111 10100001010000011010010110100110 00001001011110110010101111110111 10010110110110100001011001010100 00101001001101110110100110011010 10001010010001111100110111101110 00100101010101100010000001101111 11101001000001101001010111000110 00000101111111000010010001100010 10111011101100000110011110110111 01110000000000111101101111111001 01111110001110101001010110100110 01101001101001000011100110011000 11001100000100000001100011011100 11100001000011000100110000111110 00110111110000010010010011001110 01110000000111100011011001011111 10111010011101000000001110111001 00111011111111010000000101001110 00000010011101111110010011100000 01100100101111101111111000010011 11111011110000001000110010011101 10111001001100100001011001010011 00000010111010111111010110001000 00110110100010000111000010101111 01100000011101 
10000011010000101001110000101001 00000010100111000100111101010110 00110001000110011100110111111100 10110010010100110100011111110111 11010110110011001101101100111101 10000111100011001011010000101100 01111110100111110101000001011110 01000101001010111000010101101100 11101001011100010110011001101001 00011111000100010011011111111100 10110100111001001010110010111111 01100101010001001100011010011111 00111110110011111101111000000100 11001100100011000110011011111111 10111101011111111100011011111100 00011011011001111001111110000000 11011001111011011011111110111100 11110010100100111101101101100011 00110110101001010000111010001000 11100110110011010100010111001010 11110110000001000011011001111101 00111110101110110011110110101111 00001100110010100011000011110101 01000100010111111100000010010001 10101111111000101101010001011000 01011110011001010100000000010111 11111000011110111110100001110000 11111100101001111001001101101101 11011001111000100111110011111100 11001010100010011100010001000101 01110110101001101000100000101100 00100000000010011110110110001100 01010111001010 
00000100100111001011101110100101 00001011101001000101111011101011 01111001000111101001010100111110 00111010011100001011010110111011 10111101100111110110100100101111 10010001010000011000101011011010 00100101110110110110001001100010 11111011001011010011111101101100 11010100001010000010100010000110 00001110110011110100100110101100 11011110111010000111101110010111 00111011110011111100011011011100 00101000000100110010010010001011 00010111011000001001111110001100 10100011110101100010100001111111 01101111001110011101110000111100 00100110000101111001111011110011 10110110110011100000101000000011 10011001001111001000110000111000 01100111101010110100011101001110 01101000110001001011100101001000 01110111101010100000101000101110 11011011000110101101001100100011 10111111111100110101001010111101 10001010001100111111010011000110 01000101100110011101000110100111 01110011100110101010000010001111 10010110011100110010011100111101 10001011010110000100110011010011 10110100101111001100001011101111 00111111110000100010110111110110 00101001001100100110000010101001 01010110011001 
10010101000111110010000001110001 01111011011100001111101000001000 00010011111111000010000100111000 01011110011001110110010011110001 11111011111101010111001000111101 10111000110110101010001000111000 10011001110011110110000110100110 01011100110110111110010100011011 11011101110010110110110010000001 01110011101001001011111110110010 11001010000001101000010000000111 01100001111011001110111101110111 10011110111110111001010100110111 00110000111010000000011101011100 00111111011101011000101101001110 10100011111011000010101110000101 11010101101000010100110111001010 01000100000010110001100100010101 00011000101111100100110111100010 10111000111111101110111011110011 01001101110000000110100100110101 00011000101001011101001010010101 10111000001110000000110100100110 11110100100011101001000101000011 11101100100101110111110011110001 00010110100110011110101000001111 11100111101100001010001100110110 11111100001001111010011010011000 11111110110000001000110001001101 10111111101001111111000011100010 00010000100110000111110111001001 10100010001011110001101111001111 01011100100111 
00011111111111101111100011100100 00001101001001110111010011000110 10010001111100001110101110010011 01010111000100000101110000011001 10100101110100110101011110101110 00000001101010111100000101101001 00011111000011101010110000010000 10000111000011111000010011110101 00010111100111110000000011101101 10011110000000001000100101101101 01110001000100101100110011101100 00111111000101100001100011111010 11000010110111101010010000100111 10100011100010110111000010110110 11111011000000010010101010000001 11100100100101101110010011111000 10000101010101110011111001111110 10001011000011000000101111000111 00100101110101111100110101001101 00010110111111111100010010101001 11110010001000010011110001110110 00101001110111010011011110001110 00011110111110110011101011001110 00011000100001001011100111011001 10101111101101100110010011111000 11111101001100011101111000000100 11001110110101100011010010011000 01011011101101111001111000111001 10101110011001111010101100000000 11000101101110011001111101010000 01001101010101110010001101000010 01111110110111110100001111010010 01011010110100 
01110111110100111001011111110010 10000101110101011011110100101001 00011100100100001010001010111010 10110010100011001011111000000101 11011111110000101000100101101110 00110001010001010001000100100110 00100010000001110110101100001101 11110001000111111110001010110100 01110100100111101010110011110001 11001101000000001000110101111011 11010100010011010011111010001000 00010000010001110000001100101100 11001100000001111110101111001100 11110011000010010110000111011110 10010100100100010001100001111011 11010001001111001011101001110000 11111110011011110001111111000101 01010010001111101001001011100011 00001000111000110100100101100101 01101110110000010010101110100111 00011001001110010101010010100101 10101001011011111000000110000000 10001010001100011000000101000111 01010010001001100100011001110100 11110110110111101011001101111000 10000111101111000110001111000010 00101010011011100011011100000111 10000110001111110000110101010110 10110110100111100111001111101100 11100111110000000010110000101010 01010010111001011001101100001111 10111001000111101100111110010111 01010011011001 
10111110110011011100010110110100 10011111110100011000010001001101 00010001011011111001000111001010 01100101000000111111111000011011 11101000000100111111101001111110 11110101110011001101100000110001 01010101110101001110011000001100 01001011001101010000100010010101 10100011101110100111100110111110 10010000001100100001101101111001 01000001010001001101001111101101 10000011011011100110100111010000 11110011100011110001010111010111 00100111010011111000111000001010 01101000101000100111100010110101 11000001101001001101101010000110 11011110011001111011010011100110 00111101101111001001000111010111 10110101011111011001011011100101 00011000011100000100101001101000 10001010010010101000100000001101 11100011111001111110100010100010 10110110110111010001011011001111 10101010010111110101000101101001 11010110010110010101000111100010 10111100000110110001011101011100 11111101101000001110101011010101 01101101100111111001011011001000 11000110101011011101011000010000 10110101000101100110110010110100 11101110011111100101110000011111 10111111011111011000001010100111 01010110101010 
00100100010111000000010001110110 00110011100101110000011101111000 00010010111000011111100110111101 11100010111001101001011000010110 11110110000011111110110011110010 10110111001101011100101000101011 01111110011110101000000101101010 00111000010010111100111100000001 11000110000101001110010001110101 00110110011111100001100000000001 10100100001001101101011010000100 01011000101111111110100110110010 00001010010001000100111101100001 01010011010011011011010000100001 00110100101101110001011110110101 10111101001100011111010011010110 11010010000001100010101001111011 00100100010111010110000110111010 00101010011111110001110110101010 11001000001101110110110110011000 01100100110101010000001001101010 01111010010100111011110000101100 10110101101111000011111100101111 11000001110000001001001110001110 10100100110000111011110001010010 00110100010111001110011101011010 11000001000011010000110000100100 01000101111100010010100010111111 11111001101000111101001010001101 11001111100010000100100101010011 01111110001011001000010010011001 00010100010011000001010010000100 01010101011010 
00111010001100110000010101001100 11101100111010110100100011011010 00100100000101011011010001011000 01100110010100011010111010001011 00100010110010100110110111000100 00001000110101111101000111111001 10000100000101010001110101011111 00011100101001100010100011110101 01001111111001101011100011111011 00000101010101100011001101110010 01011101001010001011111111101011 10111111110011101010101111111100 00111111100010010001001111010111 10011011101110111010101010110010 10011011111011110010001001000111 00000010010110011100011011000010 11100010000100001000001110111011 10001111010001011101100011111000 10000011001000110100011110111010 10101111010001111100011010000001 00111100000110010010100100101010 11111110011100010000000010000100 11101011100111101101010101110001 11010111001101111000111001101001 11101011010010001010011010011000 01111000101101011110100101001111 11100001011010001001101000010001 01011100000001000110110010011110 01111011010111111101110101001110 10011100011010010111111110000001 10001001100000100001110101011110 00111001001111001111000101101101 01010111000111 
